scene_id,key,final
2_242,2_242_u,"This is illocutionary sarcasm because Chandler's tone and facial cues suggest disbelief or mockery, contrasting with the literal question about Emma's enjoyment."
2_246,2_246_u,"This is propositional sarcasm because Chandler implies the bracelet will hinder his non-existent sex life, contrasting the expectation of it being an enhancement."
2_247,2_247_u,"This is propositional sarcasm because Ross's ""Uh yes! Thank you."" implies gratitude, but contextually, he's likely annoyed by the interruption."
2_248,2_248_u,"This is propositional sarcasm because Chandler's words imply indifference, but his previous reaction suggests he is actually upset about Monica dating the nurse."
2_250,2_250_u,"This is propositional sarcasm because Phoebe's statement implies saying a name repeatedly will summon someone, which is obviously not true."
2_254,2_254_u,"This is propositional sarcasm because Phoebe's tone and facial cues imply skepticism about the effectiveness of a pill, opposite to the literal suggestion."
2_255,2_255_u,"This is illocutionary sarcasm because Dorothy's tone and delivery suggest disbelief or mockery, contrasting with the straightforward statement about the movie genre."
2_258,2_258_u,This is propositional sarcasm because Chandler's exaggerated claim about seeing her brain humorously implies the opposite of a serious breakup reason.
2_260,2_260_u,"This is illocutionary sarcasm because Chandler's tone suggests disbelief, contrasting his literal question about Ross's awareness of unagi being an eel."
2_271,2_271_u,"This is illocutionary sarcasm because the moderator's tone and facial expressions contradict the literal denial of sarcasm, indicating they are indeed being sarcastic."
2_279,2_279_u,"This is illocutionary sarcasm because Monica's exaggerated tone and cheek raise contradict the overly positive description, implying disbelief in Chandler's enthusiasm."
2_280,2_280_u,"This is embedded sarcasm, because the absurdity of killing over gum contradicts the triviality of the situation, highlighting the sarcasm."
2_281,2_281_u,This is illocutionary sarcasm because Dorothy's exaggerated tone and absurdity of Cary Grant living in a broom closet indicate she's not being serious.
2_282,2_282_u,"This is illocutionary sarcasm because Rachel's exaggerated questioning tone and context suggest disbelief, contrasting with the literal idea of staying married forever."
2_283,2_283_u,"This is propositional sarcasm because Chandler's reference to ""Dee"" is a humorous exaggeration, implying Ross's obliviousness to the obvious situation."
2_286,2_286_u,"This is illocutionary sarcasm because Chandler's tone and facial expressions suggest mockery, contrasting with the supportive literal meaning of his words."
2_287,2_287_u,"This is illocutionary sarcasm, because Chandler's tone and facial cues suggest mockery, contradicting the literal apology and concern in his words."
2_288,2_288_u,"This is illocutionary sarcasm because Chandler's tone and facial cues suggest humor, contrasting the serious context of discussing prehistoric species."
2_289,2_289_u,This is illocutionary sarcasm because Monica's exaggerated enthusiasm and emphasis contradict the context of falling asleep during sex.
2_292,2_292_u,"This is illocutionary sarcasm because the exaggerated scenario of sitting in extreme heat contrasts with the expected action, highlighting the absurdity through tone."
2_294,2_294_u,"This is propositional sarcasm because Chandler's response implies indifference, contrasting the expectation of a supportive or interested reply to Joey's question."
2_297,2_297_u,"This is propositional sarcasm because Chandler's apology is insincere, mocking the absurdity of being blamed for actions in someone else's dream."
2_303,2_303_u,"This is illocutionary sarcasm because Chandler's tone and facial expressions suggest mockery, contrasting with the polite refusal implied by his words."
2_306,2_306_u,"This is illocutionary sarcasm because the Moderator's exaggerated tone and facial expressions suggest irritation, contradicting the literal claim of selfless dedication."
2_310,2_310_u,"This is propositional sarcasm because Chandler implies Joey's acting career doesn't rely on remembering lines, which is the opposite of the truth."
2_312,2_312_u,This is illocutionary sarcasm because the exaggerated tone and facial cues mock the idea of using sarcasm at a sarcasmoholics meeting.
2_313,2_313_u,"This is propositional sarcasm because Joey's use of ""sissy"" contradicts the positive trait of sensitivity, implying it's undesirable."
2_315,2_315_u,"This is propositional sarcasm because Rachel implies the listener should obviously know they haven't talked, contrasting the unnecessary explanation she just gave."
2_318,2_318_u,"This is propositional sarcasm because Phoebe's question implies the opposite, as Monica's reaction clearly indicates it was painful, not pain-free."
2_323,2_323_u,"This is embedded sarcasm, because the phrase ""a Ross on its ass"" humorously contradicts the expected context of a monkey's anatomy."
2_338,2_338_u,"This is illocutionary sarcasm because the exaggerated emphasis on ""really really"" and the lip corner depress suggest insincerity despite the positive words."
2_341,2_341_u,"This is propositional sarcasm because the speaker implies disbelief or humor in the obvious cause of pregnancy, contrasting with the literal statement."
2_342,2_342_u,"This is illocutionary sarcasm because Dorothy's exaggerated tone and facial expressions suggest disbelief, contrasting with the literal meaning of her words."
2_344,2_344_u,"This is propositional sarcasm because Dorothy's suggestion of being replaced by a hand puppet is absurd, highlighting the ridiculousness of the situation."
2_345,2_345_u,This is illocutionary sarcasm because Chandler's playful tone and exaggerated facial expressions contradict the literal claim of owning a bulldozer and tools.
2_350,2_350_u,"This is illocutionary sarcasm because Dorothy's exaggerated tone and facial expressions indicate she is mocking the idea, not genuinely worried about Sonny Bono's policies."
2_351,2_351_u,This is illocutionary sarcasm because Dorothy's exaggerated tone and facial expressions contradict the absurdity of Marvel's manners affecting depression.
2_352,2_352_u,"This is illocutionary sarcasm because Dorothy's cheek raise and lip press suggest a mocking tone, contrasting with the literal reassurance in her words."
2_357,2_357_u,"This is propositional sarcasm because Phoebe's ""thank you"" implies genuine gratitude, but her tone and context suggest she's mocking Monica's obvious compliment."
2_359,2_359_u,"This is illocutionary sarcasm because Chandler's cheek raise and dimple suggest amusement, contradicting the literal advice about knocking."
2_361,2_361_u,"This is illocutionary sarcasm because the exaggerated tone and facial expressions indicate disbelief or mockery, opposing the literal agreement implied by ""Nooo."""
2_369,2_369_u,"This is propositional sarcasm because Chandler's exaggerated claim ""it's not a big thing"" contrasts with his forceful demand ""GET UP,"" implying it is indeed a big deal."
2_370,2_370_u,"This is illocutionary sarcasm because Chandler's tone and facial cues mock Joey's confusion, implying he's not thinking clearly, despite the literal advice."
2_372,2_372_u,"This is embedded sarcasm, because Chandler's admission contradicts the expectation of quitting smoking, emphasized by his cheek raise and dimple, indicating insincerity."
2_373,2_373_u,This is propositional sarcasm because Chandler's absurd claim of making a coconut phone contrasts with the serious inquiry about his whereabouts.
2_374,2_374_u,"This is illocutionary sarcasm because Chandler's exaggerated tone and facial expressions suggest disbelief or mockery, contrasting with the literal repetition of Janice's name."
2_376,2_376_u,"This is illocutionary sarcasm because Chandler's exaggerated tone and facial expressions contradict the literal despair of dying alone, indicating he's not serious."
2_377,2_377_u,This is illocutionary sarcasm because Chandler's tone and facial expressions contrast with the absurdity of the literal statement about Gloria Estefan's song.
2_378,2_378_u,"This is propositional sarcasm because Dorothy's response implies the absurdity of playing golf with a venus fly trap, highlighting the obviousness of Blanche's question."
2_381,2_381_u,"This is illocutionary sarcasm because the Moderator's exaggerated tone and facial expressions suggest disbelief, contradicting the literal denial of sarcasm."
2_389,2_389_u,"This is propositional sarcasm because Monica implies Joey's explanation is ridiculous, as ""dufus"" spelled backward is irrelevant to the situation."
2_390,2_390_u,This is illocutionary sarcasm because Dorothy's tone and facial expressions contradict the seriousness of being depressed over a news anchor leaving.
2_392,2_392_u,"This is propositional sarcasm because Chandler implies the opposite of ""perfect,"" suggesting he prefers flawed traits like ""co-dependent"" or ""self-destructive."""
2_398,2_398_u,"This is propositional sarcasm because Dorothy's suggestion is the opposite of helpful, implying Rose should do nothing while Sophia is in distress."
2_406,2_406_u,"This is propositional sarcasm, because Ross implies he should apologize for Rachel's actions, highlighting the absurdity of the situation."
2_408,2_408_u,"This is propositional sarcasm because Chandler implies helplessness, but his cheek raise and dimple suggest he doesn't truly feel powerless or concerned."
2_410,2_410_u,"This is propositional sarcasm because Ross's response implies reluctance to label the relationship, despite it being clearly described as romantic."
2_416,2_416_u,"This is propositional sarcasm because Chandler implies Ross harmed the woman, contrasting Ross's harmless story, using humor to mock Ross's situation."
2_420,2_420_u,"This is illocutionary sarcasm because Chandler's exaggerated self-reassurance and upbeat tone contrast with his previous self-deprecating statements, indicating insincerity."
2_421,2_421_u,"This is embedded sarcasm, because laser eye surgery cannot fix a hernia, highlighting the absurdity of the statement in context."
2_423,2_423_u,"This is illocutionary sarcasm because Monica's tone and facial expressions suggest annoyance, contradicting the literal meaning of having nothing better to do."
2_429,2_429_u,"This is illocutionary sarcasm because the tone and previous laughter suggest Phoebe did not genuinely enjoy it, despite her words indicating otherwise."
2_430,2_430_u,"This is propositional sarcasm because Chandler implies the opposite, suggesting the listener is unaware of the emergency, despite the situation's urgency."
2_433,2_433_u,"This is propositional sarcasm because Chandler's statement implies he wasn't just stating facts, contradicting the context where he clearly was."
2_434,2_434_u,"This is illocutionary sarcasm because Chandler's tone and facial cues suggest disbelief or mockery, contrasting with the literal acceptance of Rachel's statement."
2_438,2_438_u,"This is propositional sarcasm because Chandler's exaggerated statement implies disbelief, contrasting Monica's serious concern about being sick."
2_440,2_440_u,"This is propositional sarcasm because Monica's exaggerated comparison implies the secret is indeed significant, contrasting her literal statement that it's not big."
2_442,2_442_u,"This is propositional sarcasm because Dorothy's response implies triviality, contrasting the serious context of arson and jail, highlighting the absurdity with facial cues and tone."
2_443,2_443_u,"This is illocutionary sarcasm because Chandler's exaggerated tone and facial expressions suggest disbelief or mockery, contrasting with the literal meaning of the statement."
2_447,2_447_u,"This is embedded sarcasm, because the absurdity of using a telescope and donuts contradicts the claim of an accidental viewing."
2_449,2_449_u,"This is illocutionary sarcasm because Chandler's flat tone and facial cues contradict the literal meaning, indicating he doesn't believe it ever made sense."
2_450,2_450_u,"This is propositional sarcasm because Chandler implies Joey lacks self-control, while the literal meaning suggests he has a brain to manage his speech."
2_456,2_456_u,"This is propositional sarcasm because Chandler implies Joey's hat will make others disappear, mocking its lack of fashion appeal."
2_457,2_457_u,"This is propositional sarcasm because Chandler's statement suggests parents are harsh about trivial matters, implying they are not actually cruel about such things."
2_461,2_461_u,"This is illocutionary sarcasm because Chandler's exaggerated tone and facial cues contradict the literal compliment, indicating he doesn't genuinely believe the statement."
2_462,2_462_u,"This is propositional sarcasm because Dorothy's response implies the opposite of Rose's literal question, using an absurd scenario to highlight the obviousness of the context."
2_464,2_464_u,"This is illocutionary sarcasm because Chandler's tone and facial expressions suggest disbelief or mockery, contrasting with the polite refusal implied by the words."
2_465,2_465_u,"This is propositional sarcasm because Dorothy's suggestion is the opposite of her true belief, as indicated by her cheek raise and lip corner depress."
2_471,2_471_u,"This is illocutionary sarcasm because the flat tone and minimal facial expression contrast with the enthusiastic word ""Amazing,"" indicating a lack of genuine excitement."
2_474,2_474_u,"This is illocutionary sarcasm because Chandler's tone and facial expressions contradict the positive connotation of ""Lovely,"" indicating dissatisfaction with the situation."
2_475,2_475_u,"This is embedded sarcasm because ""seventeen zillion dollars"" is an exaggerated, unrealistic amount, highlighting disbelief in Joey's promise to repay."
2_478,2_478_u,"This is propositional sarcasm because Chandler's statement implies he should have someone, but the context and tone suggest the opposite is true."
2_479,2_479_u,"This is illocutionary sarcasm because the exaggerated pitch and cheek raise indicate a mocking tone, contrasting the literal concern expressed about the mother's identity."
2_484,2_484_u,"This is propositional sarcasm because Ross's agreement implies the opposite, suggesting the tailor's actions are inappropriate outside a prison context."
2_485,2_485_u,"This is illocutionary sarcasm, because the exaggerated tone and facial expressions contradict the literal praise, indicating the opposite sentiment about the group's start."
2_487,2_487_u,"This is propositional sarcasm because Chandler implies disbelief or mockery about the relationship, suggesting it's as absurd as dating a fictional character."
2_489,2_489_u,"This is propositional sarcasm because Dorothy's response is an exaggerated and absurd reason, contrasting with the serious context of being upset about Michael."
2_490,2_490_u,This is illocutionary sarcasm because Chandler's upbeat tone and facial expressions contrast with the absurdity of suggesting a contest involving floating objects.
2_491,2_491_u,"This is embedded sarcasm because Chandler's exaggerated contemplation contrasts with his dismissive conclusion, implying he never intended to make a thoughtful decision."
2_492,2_492_u,"This is propositional sarcasm, because Rose's apology contradicts her defense, implying Dorothy fits the description, opposite to defending her."
2_493,2_493_u,"This is embedded sarcasm, because the phrase ""magical night"" contradicts the mundane and unpleasant context of ""flush of every toilet."""
2_494,2_494_u,"This is propositional sarcasm because Chandler implies Richard is extremely old by comparing him to buildings, which is an exaggerated and humorous contrast."
2_498,2_498_u,"This is propositional sarcasm because Chandler implies Monica looks much heavier than 10 pounds, suggesting multiple cameras, opposing the literal claim of camera weight gain."
2_500,2_500_u,"This is illocutionary sarcasm because Monica's exaggerated enthusiasm and facial cues contradict her actual disapproval, highlighted by her abrupt tonal shift to ""NO!"""
2_502,2_502_u,"This is embedded sarcasm, because the concern about Michael Jackson contrasts the serious topic of owing money to the government, highlighting its absurdity."
2_504,2_504_u,"This is propositional sarcasm, because Phoebe's words suggest acceptance, but her previous concerns imply the opposite, indicating she finds the situation actually unbearable."
2_505,2_505_u,"This is propositional sarcasm because Dorothy's response implies absurdity, suggesting a kidney is for feeding a cat, highlighting the ridiculousness of the question."
2_507,2_507_u,"This is propositional sarcasm, because Dorothy implies the absurdity of leaving someone in a car trunk, suggesting Sophia is obviously not there."
2_508,2_508_u,"This is propositional sarcasm because Chandler's statement humorously implies Joey's childishness is a medical condition, contradicting the literal meaning of a serious diagnosis."
2_509,2_509_u,"This is illocutionary sarcasm because Chandler's tone and exaggerated vocal cues suggest disbelief or mockery, contrasting with the literal insult ""Crazy bitch!"""
2_511,2_511_u,"This is embedded sarcasm because Chandler's mention of a ""Chicken suit"" contradicts the context of fashionable clothing, highlighting the absurdity of Monica's justification."
2_512,2_512_u,This is propositional sarcasm because the statement about the beetle wearing a sunbrella humorously contradicts the literal question about its Spanish origin.
2_518,2_518_u,"This is propositional sarcasm because Chandler's claim of being ""quite the woodsman"" humorously contradicts his urban character and lack of wilderness skills."
2_523,2_523_u,"This is propositional sarcasm because Chandler's claim of being a headhunter for Soviet scientists is absurdly opposite to his actual profession, highlighting the sarcasm."
2_524,2_524_u,"This is illocutionary sarcasm because Chandler's tone and facial expressions suggest disinterest, contradicting the literal excitement expressed in his words."
2_527,2_527_u,"This is illocutionary sarcasm because the exaggerated tone and facial expressions indicate the opposite of the literal meaning, mocking Scott's self-description."
2_532,2_532_u,"This is propositional sarcasm because Chandler's statement about settling the Jamestown colony humorously contradicts the actual, modern context of their conversation."
2_541,2_541_u,"This is illocutionary sarcasm because Chandler's tone and facial expressions suggest disbelief, contrasting with the literal encouragement to approach someone."
2_542,2_542_u,"This is propositional sarcasm because Joey implies Ross will need luck, suggesting he expects the situation to go poorly, opposite of wishing genuine luck."
2_546,2_546_u,"This is illocutionary sarcasm because Chandler's low pitch and energy variance contrast his literal excitement, indicating disbelief about the child's awareness of the party."
2_548,2_548_u,"This is propositional sarcasm because the speaker implies the opposite, suggesting they haven't actually started yet despite saying they're almost done."
2_550,2_550_u,"This is illocutionary sarcasm because Chandler's tone and previous hesitation suggest reluctance, contradicting the apparent agreement to have one."
2_556,2_556_u,"This is illocutionary sarcasm because Chandler's tone and facial expressions suggest humor, contrasting with the morbid context of discussing posthumous poses."
2_558,2_558_u,"This is propositional sarcasm because Chandler implies the opposite of his literal statement, suggesting the cost is losing him, not money."
2_560,2_560_u,"This is propositional sarcasm because Phoebe's statement implies the opposite; she is not actually okay with seeing him, despite saying she is."
2_567,2_567_u,"This is embedded sarcasm, because Chandler's mention of ""Narnia"" contradicts reality, implying Ross's question about a special function is absurd."
2_573,2_573_u,"This is illocutionary sarcasm because Chandler's exaggerated tone and cheek raise suggest mockery, contrasting the literal compliment about Ross's affection for the couch."
2_575,2_575_u,This is illocutionary sarcasm because Phoebe's exaggerated tone and rhetorical question imply disbelief rather than genuine admiration for the girl's abilities.
2_581,2_581_u,"This is propositional sarcasm because Chandler implies Joey's quacking was productive, while the context and tone suggest it was pointless and a waste of time."
2_583,2_583_u,"This is illocutionary sarcasm because Chandler's exaggerated tone and facial cues suggest mockery, contrasting the literal meaning of concern for a nonexistent bunny."
2_586,2_586_u,"This is propositional sarcasm because Chandler implies crying over Bambi is silly, contrasting Phoebe's genuine emotional response to the cartoon."
2_587,2_587_u,"This is propositional sarcasm because Dorothy's statement implies she hid someone, which is the opposite of her actual intent to highlight the absurdity of the situation."
2_589,2_589_u,"This is embedded sarcasm, because the suggestion of checking saddle bags and chewing hay contradicts the urban setting and lack of horses."
2_596,2_596_u,"This is illocutionary sarcasm because the exaggerated tone and facial expressions contradict the literal meaning, indicating disbelief rather than genuine surprise."
2_598,2_598_u,This is propositional sarcasm because Chandler's exaggerated surprise and humor contradict the serious situation of Rachel kissing someone else.
2_599,2_599_u,"This is propositional sarcasm because Dorothy's reason for being upset is absurd, implying she's actually upset about last night, not crocodin turbs' colors."
2_604,2_604_u,"This is propositional sarcasm because Dorothy's response implies the opposite of cooking, highlighting the absurdity of developing space probe pictures at home."
2_608,2_608_u,This is propositional sarcasm because Chandler's statement implies the opposite; he is not genuinely praising Missy but mocking the idea of doing so.
2_611,2_611_u,"This is propositional sarcasm because Rachel's request for instructions contradicts her disinterest, shown by cheek raise and lip press, implying she doesn't actually want to be shut up."
2_612,2_612_u,"This is propositional sarcasm because Dorothy suggests an absurd solution, implying no one will replace the person, contrasting with the literal suggestion of a magical helper."
2_617,2_617_u,"This is illocutionary sarcasm because Chandler's tone and context suggest disbelief, contrasting with the literal praise of Phoebe's exaggerated accomplishment."
2_622,2_622_u,"This is propositional sarcasm because Chandler implies Phoebe's knowledge is bizarre, not genuinely asking about the brain's boiling point, which is absurd."
2_623,2_623_u,"This is illocutionary sarcasm because Chandler's tone and facial expressions contradict the positive literal meaning, indicating he doesn't genuinely find it appealing."
1_S09E01_027,1_S09E01_027_u,"This is illocutionary sarcasm because Penny's tone and facial expressions indicate disdain, contrasting with her seemingly enthusiastic statement about a wedding with a comment section."
1_S09E01_368,1_S09E01_368_u,"This is propositional sarcasm because Sheldon implies Leonard looks happy and healthy, contrasting the tense and conflicted conversation about their troubled marriage."
1_S09E03_056,1_S09E03_056_u,"This is propositional sarcasm because Sheldon implies the van is disgusting, opposite to ""interesting,"" using exaggerated absurdity about it running on syphilis."
1_S09E03_072,1_S09E03_072_u,"This is propositional sarcasm because Leonard's response ""India"" implies excitement, but the context suggests he is actually apprehensive about the food and potential diarrhea."
1_S09E03_125,1_S09E03_125_u,"This is embedded sarcasm, because Leonard implies Sheldon is annoying enough to be hidden away, contrasting with the serious context of discussing customs regulations."
1_S09E04_288,1_S09E04_288_u,"This is propositional sarcasm because Amy implies Stuart is a burden, not a pet, using humor to suggest checking his lifespan like an animal."
1_S09E06_055,1_S09E06_055_u,"This is propositional sarcasm because Howard implies Leonard enjoys visiting many locations, which is unlikely and opposite to the inconvenience Leonard expressed."
1_S09E06_168,1_S09E06_168_u,"This is propositional sarcasm because Raj implies that having another Indian person is undesirable, which contradicts the notion of diversity being positive."
1_S09E07_054,1_S09E07_054_u,This is illocutionary sarcasm because Penny's tone and facial cues contradict her literal claim of finding the joke funny.
1_S09E07_135,1_S09E07_135_u,"This is illocutionary sarcasm because Howard's exaggerated tone and facial cues suggest mockery, not a genuine question about Raj's visa status."
1_S09E07_285,1_S09E07_285_u,"This is illocutionary sarcasm, because Raj's tone and cheek raise suggest mockery, contrasting with the literal meaning of offering help."
1_S09E08_255,1_S09E08_255_u,"This is illocutionary sarcasm because Amy's tone and facial expressions suggest disbelief, contrasting the literal excitement of ""No, pinch me!"""
1_S09E10_065,1_S09E10_065_u,"This is propositional sarcasm because Penny's tone and facial expressions suggest she's mocking Sheldon, implying he won't figure it out himself."
1_S09E10_208,1_S09E10_208_u,"This is propositional sarcasm because Penny's statement implies admiration, but context and cues suggest frustration with the person's annoying behavior."
1_S09E11_045,1_S09E11_045_u,This is propositional sarcasm because Penny's suggestion is the opposite of sincere; she implies Sheldon's comment is inappropriate for a birthday cake.
1_S09E12_184,1_S09E12_184_u,"This is embedded sarcasm, because Howard's phrase ""crazy times"" contradicts the mundane situation of a grown man moving into his own apartment."
1_S09E13_024,1_S09E13_024_u,"This is illocutionary sarcasm because Howard's tone and cheek raise suggest insincerity, contrasting with the literal supportive meaning of ""Glad to hear it."""
1_S09E14_045,1_S09E14_045_u,"This is embedded sarcasm, because Leonard's question highlights the absurdity of mistaking an old Asian man for Sheldon's Meemaw, contradicting the expected context."
1_S09E14_455,1_S09E14_455_u,"This is illocutionary sarcasm because Leonard's tone and facial cues suggest disappointment, contradicting the literal meaning of never being disappointed."
1_S09E16_101,1_S09E16_101_u,"This is illocutionary sarcasm because Leonard's tone and cheek raise suggest mockery, contrasting the literal reassurance about accommodating two ""babies"" in the group."
1_S09E16_189,1_S09E16_189_u,"This is propositional sarcasm because Amy suggests a new doctor, implying Bernadette's current doctor is overly restrictive, which she doesn't genuinely believe."
1_S09E18_033,1_S09E18_033_u,"This is propositional sarcasm because Howard implies the bow tie makes Sheldon look like Pee-Wee Herman, contradicting Sheldon's intention to make a good impression."
1_S09E18_147,1_S09E18_147_u,"This is embedded sarcasm because the phrase ""Dumb as a Bag of Geologists"" contradicts the serious context of patent ownership discussions."
1_S09E18_357,1_S09E18_357_u,"This is propositional sarcasm because Leonard implies the absurdity of Sheldon having a ""switch"" to be respectful, suggesting it's impossible without external control."
1_S09E19_044,1_S09E19_044_u,"This is propositional sarcasm because Penny implies the scientists present aren't ""sexy,"" contrasting Bernadette's comment, using a cheek raise and lip press to convey irony."
1_S09E20_029,1_S09E20_029_u,"This is illocutionary sarcasm because Sheldon's tone and facial expressions suggest mockery, contrasting the literal suggestion that Leonard needs wilderness benefits."
1_S09E20_127,1_S09E20_127_u,"This is propositional sarcasm because Howard implies Raj's involvement is excessive, suggesting the opposite of genuine surprise at Raj's absence during conception."
1_S09E20_156,1_S09E20_156_u,"This is illocutionary sarcasm because Howard's low pitch and cheek raise imply disbelief, contrasting the literal statement about astronauts seeing Raj's actions."
1_S09E20_179,1_S09E20_179_u,"This is propositional sarcasm because Leonard implies the rain is harmless, yet humorously suggests being with Sheldon in it is unbearable."
1_S09E20_237,1_S09E20_237_u,"This is illocutionary sarcasm because Amy's tone and cheek raise suggest impatience, contradicting the literal meaning of patiently waiting."
1_S09E20_354,1_S09E20_354_u,"This is propositional sarcasm because Leonard implies he doesn't trust Penny, opposite of the trust typically associated with sharing financial information."
1_S09E21_024,1_S09E21_024_u,"This is propositional sarcasm, because Leonard implies Raj is stalking, contrasting Raj's claim of dating both women, highlighting the absurdity of the situation."
1_S09E21_255,1_S09E21_255_u,"This is embedded sarcasm, because Howard's mention of ""raj's actual period"" contradicts the biological impossibility of men having a menstrual cycle."
1_S09E21_401,1_S09E21_401_u,"This is propositional sarcasm because Leonard implies there's nothing better, but the context suggests watching is trivial and there are likely better activities."
1_S09E22_015,1_S09E22_015_u,"This is illocutionary sarcasm, because Leonard's tone and facial cues suggest mockery, contrasting with the literal compliment about pairing wine with chicken nuggets."
1_S09E22_075,1_S09E22_075_u,"This is propositional sarcasm because Raj's statement implies it's convenient Sheldon won't attend, contrasting the expected disappointment."
1_S09E23_017,1_S09E23_017_u,"This is propositional sarcasm because Penny implies disinterest in the diagram, opposite to the expected interest, using a pun on ""Venn"" and ""when."""
1_S09E23_102,1_S09E23_102_u,"This is propositional sarcasm because Penny implies surprise or shock, but her tone and context suggest she expected the situation to escalate quickly."
1_S09E23_270,1_S09E23_270_u,"This is illocutionary sarcasm because Leonard's cheek raise and dimple, combined with a steady tone, contrast the absurdity of his alien probe statement."
1_S09E23_420,1_S09E23_420_u,"This is illocutionary sarcasm because Penny's ""Thank you"" is delivered with a tone and facial cues that suggest annoyance, not gratitude."
1_S09E24_014,1_S09E24_014_u,"This is propositional sarcasm because Leonard implies the hug was insincere, contrasting Penny's positive interpretation of the gesture."
1_S09E24_152,1_S09E24_152_u,"This is illocutionary sarcasm because the tone and facial cues like cheek raise and lip press suggest disbelief, opposing the literal agreement in ""Sure you do."""
1_S10E01_075,1_S10E01_075_u,"This is illocutionary sarcasm because Sheldon's tone and facial cues suggest mockery, opposing the literal compliment about Beverly's behavior."
1_S10E01_197,1_S10E01_197_u,"This is illocutionary sarcasm because Leonard's tone and facial expressions contradict the positive literal meaning of ""special,"" indicating he doesn't truly believe it."
1_S10E01_225,1_S10E01_225_u,"This is propositional sarcasm because the speaker implies Leonard is involved in illegal activities, which is unlikely and contrary to the expected behavior."
1_S10E01_381,1_S10E01_381_u,"This is propositional sarcasm because the statement implies weddings lead to unhappiness, contrasting the typical view of weddings as joyful occasions."
1_S10E01_474,1_S10E01_474_u,"This is illocutionary sarcasm because Penny's tone and facial expressions contradict her words, implying she obviously noticed Sheldon's peculiarity."
1_S10E02_101,1_S10E02_101_u,This is illocutionary sarcasm because Howard's exaggerated tone and facial cues highlight the absurdity of Raj's stereotype-based assumption.
1_S10E03_144,1_S10E03_144_u,"This is illocutionary sarcasm because Bernadette's tone and facial cues contradict her words of gratitude, indicating annoyance rather than genuine appreciation."
1_S10E04_007,1_S10E04_007_u,"This is propositional sarcasm because Penny's ""nothing"" contradicts Amy's loss of all her clothes, implying the opposite of ""great."""
1_S10E05_288,1_S10E05_288_u,"This is illocutionary sarcasm because Raj's tone and facial cues suggest dissatisfaction, contrasting with the literal implication of enjoyment in a hot tub."
1_S10E07_069,1_S10E07_069_u,"This is propositional sarcasm because Howard implies the opposite by suggesting Sheldon has no audience, despite acknowledging his attempt to broaden it."
1_S10E07_110,1_S10E07_110_u,"This is illocutionary sarcasm because Howard's cheek raise and lip press suggest skepticism, contrasting his seemingly innocent question about what Sheldon considers odd."
1_S10E07_140,1_S10E07_140_u,"This is propositional sarcasm because Raj's exaggerated agreement implies Sheldon doesn't actually resemble the character, contrasting with the literal statement."
1_S10E08_063,1_S10E08_063_u,"This is propositional sarcasm because the speaker implies Raj's name is already difficult to pronounce, contradicting the expectation of an even harder name."
1_S10E08_131,1_S10E08_131_u,"This is propositional sarcasm because Leonard implies Raj never eats vegetables, contrasting with Raj's claim that the broccoli is his."
1_S10E09_021,1_S10E09_021_u,"This is propositional sarcasm because Sheldon implies the opposite; winning money should improve life, not suggest living under a bridge, indicating disdain or disbelief."
1_S10E09_066,1_S10E09_066_u,"This is propositional sarcasm because Penny implies Bert is so unusual he seems alien, opposite of praising his research."
1_S10E09_258,1_S10E09_258_u,"This is propositional sarcasm because Howard implies Sheldon is acting unusually considerate, suggesting a software upgrade as the cause, which contrasts with Sheldon's typical behavior."
1_S10E10_009,1_S10E10_009_u,"This is embedded sarcasm, because suggesting the couch belongs on the curb contradicts typical redecorating, implying it's trash rather than a design choice."
1_S10E10_269,1_S10E10_269_u,"This is propositional sarcasm because Stuart's statement implies indifference, contrasting Raj's expectation of gratitude or acknowledgment for buying the crib."
1_S10E11_321,1_S10E11_321_u,"This is illocutionary sarcasm because Penny's cheek raise and dimple suggest amusement, while her words imply frustration, creating a tone that opposes the literal apology."
1_S10E12_115,1_S10E12_115_u,"This is propositional sarcasm because the speaker implies Sheldon will need care, contrasting the idea of him being independent."
1_S10E13_095,1_S10E13_095_u,"This is illocutionary sarcasm because Bernadette's cheek raise and lip corner depress suggest disbelief, contrasting her words about seeing Sheldon as real."
1_S10E13_135,1_S10E13_135_u,"This is illocutionary sarcasm because Leonard's exaggerated tone and facial expressions contradict the literal praise, indicating he doesn't genuinely believe it was a good game."
1_S10E14_032,1_S10E14_032_u,"This is propositional sarcasm because Bernadette implies that Sheldon being offensive is typical, contradicting the expectation of a ""nice conversation."""
1_S10E14_056,1_S10E14_056_u,"This is propositional sarcasm because Leonard suggests reprogramming Sheldon, implying he's emotionless, while actually knowing it's impossible to change someone's personality with a device."
1_S10E14_094,1_S10E14_094_u,"This is propositional sarcasm, because Leonard implies Sheldon can use the emotion reader to understand his own feelings, which is absurdly unnecessary."
1_S10E14_476,1_S10E14_476_u,"This is propositional sarcasm because Penny suggests an absurd solution, knowing it's impossible for Sheldon to become pregnant, highlighting the impracticality humorously."
1_S10E16_009,1_S10E16_009_u,"This is propositional sarcasm because Penny implies the opposite, mocking the group’s intense focus on a physics toy as if it were a sports event."
1_S10E17_032,1_S10E17_032_u,"This is propositional sarcasm because Penny implies the opposite by suggesting his clothing choices are poor, despite mentioning shopping for clothes."
